Country Name,Series Name,Time,Value
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
North Macedonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Northern Mariana Islands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
